artist,Biography,Listeners,Playcount,Similar Artists
Rvssian,"Tarik Johnson, commonly known as Rvssian and previously as RUSSIAN, is a Jamaican music producer, singer and entrepreneur. Rvssian, is the founder of Head Concussion Records, a music production company situated in Kingston, Jamaica. <a href=""https://www.last.fm/music/RVSSIAN"">Read more on Last.fm</a>",424238,5055836,"['Sky Rompiendo', 'Brytiago', 'FloyyMenor', 'Rauw Alejandro', 'The Academy: Segunda Misión']"
Sammy & Falsetto," <a href=""https://www.last.fm/music/Sammy+&+Falsetto"">Read more on Last.fm</a>",33620,247153,"['Gotay ""El Autentiko""', 'Musicologo y Menes', 'Opi The Hit Machine', 'Baby Rasta', 'Los de la Nazza']"
Lennox,"There are many artists with the name Lennox:

1) VIP dj supported project created by swiss producer Ronnie Minder in 2005 and released on Mondo Records UK. http://www.ronnieminder.com

2) Electronic, Reggaeton artists.

3) A Greek Uplifting Trance producer.

4) An Electro/Progressive House Producer from Chicago, IL , USA
 
5) Female fronted rock band with balls of steel and hearts of gold, Lennox formed only in June 2010 from the remains of 2 local bands – but quickly turned the new line-up into something very special. <a href=""https://www.last.fm/music/Lennox"">Read more on Last.fm</a>",6499,27549,"['Solarscape', 'Shifted Reality', 'Marksun & Brian', 'Ronski Speed & Sebastian Sand', 'Drax & Scott Mac']"
Chelito De Castro," <a href=""https://www.last.fm/music/Chelito+de+Castro"">Read more on Last.fm</a>",226,1066,"['Checo Acosta', 'La Familia André', 'Bonka', 'Alfredo De La Fe', 'Calixto Ochoa']"
Willy William,"Willy William is a French-Jamaican DJ, music producer and singer songwriter and artist famous for his club remixes and vocal collaborations with a number of dance music artists.

He came to prominence in 2003 with his work with DJ Flex in the dancefloor hit B Boyz Shake da Body and in 2004 as producer of Tragedie using the pseudonym 'Lord William. He later joined the French music collective Collectif Métissé, also continuing to produce his own materials. <a href=""https://www.last.fm/music/Willy+William"">Read more on Last.fm</a>",134527,954360,"[""Keen'V"", 'Collectif Métissé', 'Claudio Capéo', 'Indila', 'tibz']"
ZION,"There are at least five artists named Zion.

1. The most popularly scrobbled Zion is a reggaeton artist/singer, of the reggaeton duo Zion y Lennox.
Felix G. Ortiz-Torrez, professionally known as Zion (of Reggaeton group Zion y Lennox) is world renowned for romantic lyrics and a melodic sound that flows fluidly over Reggaeton rhythms. As part of the duo Zion y Lennox, he released a number of hit singles, including “Yo Voy,” and earned a gold plaque for their 2004 release, Motivando A La Yal. <a href=""https://www.last.fm/music/Zion"">Read more on Last.fm</a>",263648,2292415,"['Tony Dize', 'Wisin & Yandel', 'J Alvarez', 'Don Omar', 'Alexis y Fido']"
Jadiel,"Jadiel es un cantante de Reggaeton apodado como El León del Area sur , El Incomparable , El Tsunami y en algunas canciones como La Bestia.

Ramon Alberto Gonzales Adams nació en Puerto Rico. Ya desde muy pequeño le gusto la musica , iba a las fiestas y si tenía la oportunidad se subía a cantar en las tarimas. Grabó un disco a los 8 años que nunca salió, lo cual le desilusionó pero nunca dejo de escribir .

A los18 años decidió entrar en el negocio del Underground. <a href=""https://www.last.fm/music/Jadiel"">Read more on Last.fm</a>",74045,370083,"['Yomo', 'Franco ""El Gorila""', 'Erre XI', 'Cheka', 'Yaga y Mackie']"
kelly,"More than one artist use this name:

1) Liam Sullivan began his act in a golden wig and a leather jacket as Kelly in Santa Monica, California at O'Brien's, with two songs, Shoes and Let Me Borrow That Top. The response was overwhelming, so Kelly set to work on a music video for Shoes. That video went viral on YouTube and on Myspace; receiving over 53 million views on YouTube, as of 2014, with little to no promotion. To satisfy the demand for her material, ""Kelly"" released an album, Shoes. <a href=""https://www.last.fm/music/Kelly"">Read more on Last.fm</a>",59072,433379,"['Crazy Ex-Girlfriend Cast', 'Leslie Hall', 'Rachel Bloom', 'Cartoons', 'Alaska Thunderfuck']"
Nicky Jam,"
Nick Rivera Caminero better known as Nicky Jam was born to a Puerto Rican father and a Dominican mother in 1980 in Boston Massachussets which he live in until he was six and moved to 
Barrio Obrero, P.R. He is a reggaeton artist known for hits like:
""Me Voy Pa'l Party"" ""Chambonea"" 
""No Soy Tu Marido"" ""I'm Not Your Husband"" which is a remix in spanglish of ""No Soy Tu Marido""
 <a href=""https://www.last.fm/music/Nicky+Jam"">Read more on Last.fm</a>",852110,11681332,"['Ozuna', 'Wisin', 'Farruko', 'J Balvin', 'Daddy Yankee']"
Caramelos De Cianuro,"Caramelos de Cianuro is a Latin rock band from Venezuela. The band was formed in 1991, and recorded their first songs, ""Nadando a Traves De la Galaxia"" and ""Tu Mama Te Va a Pegar"", in 1992. A year later, the group signed up to CNR and released an EP called Las Paticas de la Abuela, followed by the band's first album, Cuentos Para Adultos, in 1994. Performing a mixture of Latin ska and pop rock, Caramelos de Cianuro returned in 1996 with Harakiri City, released by Polygram. <a href=""https://www.last.fm/music/Caramelos+de+Cianuro"">Read more on Last.fm</a>",50543,1658982,"['VINILOVERSUS', 'Los Mesoneros', 'Rawayana', 'La Vida Bohème', 'Lasso']"
Lucenzo,"Filipe Oliveira (born 27 May 1983), commonly known by his stage name ""Lucenzo"", is a French/Portuguese singer, songwriter, and producer of Portuguese origin. Lucenzo is signed to the Universal Music record label.
He was a huge hit in France and has recently began to work with other reggaeton artists such as Don Omar. His latest hit ""Danza Kuduro"" hit #1 on billboards latino although not many know he was the original writer. <a href=""https://www.last.fm/music/Lucenzo"">Read more on Last.fm</a>",248491,1370913,"[""Keen'V"", 'Collectif Métissé', 'DJ Assad', 'Dadju', 'Mohombi']"
Abraham Mateo,"Abraham Mateo (born in San Fernando (Cadiz), Spain on August 25, 1998) is a Spanish teen actor and pop singer. Abraham was discovered in 2009, when he was ten, by producers of the record label EMI Music Spain, who happened across Abraham's videos in Youtube and his multiple performances in the television show Menuda Noche on the Canal Sur TV of Andalucia, Spain. His self-titled debut album, Abraham Mateo, was released in Spain in December 2009. The album was produced by the spanish composer and producer Jacobo Calderon <a href=""https://www.last.fm/music/Abraham+Mateo"">Read more on Last.fm</a>",135618,2020493,"['Lola Indigo', 'Ana Mena', 'Vicco', 'Lérica', 'Austin Mahone']"
Charlie P,"Charlie P. is one of those guys who has too many careers in the music industry to name. His lifetime investment in music has molded him into the musician, producer, dj, artist, label owner, behind the scenes go to guy, and musical renaissance man that he is today. Charlie P. has worked with more artists than he can name, played along side the biggest headliners in the game, and has made more songs than he can count from almost every genre there is. <a href=""https://www.last.fm/music/Charlie+P"">Read more on Last.fm</a>",9442,59392,"['C99', 'Robokop', 'JavanDee', 'Drop Top', 'SubVibe']"
O Rappa,"O Rappa (pronounced ""Oh Hah-pah"") is a popular Brazilian reggae/rock band from Rio de Janeiro. Their sound is a rich, refreshing meddle of reggae and rock often combined with elements of funk, hip-hop, rap and samba. They are also known for their smart, socially conscious lyrics; the members themselves work on numerous social projects in the country.

Current Formation
    * Marcelo Falcão - vocals
    * Xandão (Alexandre Menezes) - guitars
    * Lauro Farias - bass <a href=""https://www.last.fm/music/O+Rappa"">Read more on Last.fm</a>",389645,13502735,"['Cidade Negra', 'Natiruts', 'Detonautas Roque Clube', 'Charlie Brown Jr.', 'Capital Inicial']"
Ronald El Killa," <a href=""https://www.last.fm/music/RONALD+EL+KILLA"">Read more on Last.fm</a>",9725,55909,"['Dayme y El High', 'Jhoni The Voice', 'Los de la Nazza', 'Jaycob Duque', 'Tony Lenta']"
Kent Y Tony," <a href=""https://www.last.fm/music/Kent+Y+Tony"">Read more on Last.fm</a>",2651,13286,"[""Los cadillac's"", 'Oscarcito', 'Gustavo Elis', 'Sixto Rein', 'Alleh']"
DJ Rafy Mercenario," <a href=""https://www.last.fm/music/Dj+Rafy+Mercenario"">Read more on Last.fm</a>",397,2004,"['DJ Warner', 'Dj Peligro', 'John Eric', 'Dj el Cuervo y Ataque Rasta', 'Kale “La Evolución”']"
Ziggy Marley,"David Nesta ""Ziggy"" Marley (born October 17, 1968 in Saint Ann Parish, ghetto of Trenchtown, Jamaica), composer, singer and guitarist, is a multiple Grammy-winning (reggae) Jamaican musician. He is known for songs like ""Tomorrow People"", ""Love Is My Religion"" and ""A Lifetime"", He is the oldest son in the marriage between the singer Rita Anderson (Marley) and late legendary reggae Bob Marley. David's father Bob nicknamed him ""Ziggy"". A ziggy is a big marijuana spliff  on Jamaiaca. <a href=""https://www.last.fm/music/Ziggy+Marley"">Read more on Last.fm</a>",679064,5789279,"['Ziggy Marley & The Melody Makers', 'Stephen Marley', 'Ky-Mani Marley', 'Julian Marley', 'Peter Tosh']"
Victor Manuelle,"Victor Manuelle ,born Víctor Manuel Ruiz on September 27, 1968 in New York, New York, is a successful Latin Grammy nominated Puerto Rican American salsa singer, songwriter, and improvisational sonero, known to his fans as El Sonero de la Juventud (""The Youth's Sonero""). He is identified primarily with salsa romantica or ""salsa monga"", but has also experimented with styles ranging from Colombian vallenato to urban reggaeton. Unlike other young salsa performers such as Marc Anthony <a href=""https://www.last.fm/music/Victor+Manuelle"">Read more on Last.fm</a>",110908,722537,"['Rey Ruiz', 'Gilberto Santa Rosa', 'Marc Anthony', 'Tito Nieves', 'Jerry Rivera']"
DJ Nelson,"Nelson Díaz Martinez (born on April 7, 1972 in San Juan, Puerto Rico), known artistically as DJ Nelson is a DJ/producer who played a significant role in the development and popularization of reggaeton.[1] He first made a name for himself as part of the Noise, a club-centered collective that was spawned in 1992. The Noise—composed of DJs, MCs, producers, and club coordinators—hosted a long-lasting series of club nights in San Juan that were vital to the development and popularization of reggaeton. <a href=""https://www.last.fm/music/DJ+Nelson"">Read more on Last.fm</a>",80635,536182,"['Wisin & Yandel', 'Don Omar', 'Tito El Bambino', 'Alexis & Fido', 'Daddy Yankee']"
Ñejo,"Originally from Ponce, Puerto Rico. Usually heard alongside Dalmata as a puerto rican duo. Recently released ""Broke and Famous.""


more  information 

Ñejo & Dálmata, also known as Ñejo y Dálmata, are a reggaeton duo from Ponce, Puerto Rico. They had worked together in collaborations with other reggaeton artists before they released their album Broke & Famous in 2007. Some of Ñejo's and some of Dálmata's songs have reached the Billboard 200 in 2006 and 2007. <a href=""https://www.last.fm/music/+noredirect/%C3%91ejo"">Read more on Last.fm</a>",92732,859097,"['Ñejo & Dalmata', 'Ñengo Flow', 'Luigi 21 Plus', 'Jory Boy', 'Cosculluela']"
Arcange," <a href=""https://www.last.fm/music/+noredirect/Arcange"">Read more on Last.fm</a>",5,28,[]
Jochy," <a href=""https://www.last.fm/music/Jochy"">Read more on Last.fm</a>",13,32,[]
Ky-Mani Marley,"Ky-Mani Marley (born February 26, 1976, in Falmouth, Jamaica) is a Jamaican actor and reggae musician. He is the son of singer Bob Marley and table tennis champion Anita Belnavis, and the half-brother of Ziggy Marley. Marley's first appearance as musician took place in 1996 when he recorded Like Father Like Son, an album consisting of cover versions of some of his father's songs. His next album, 1999's ""The Journey"", received mass critical acclaim, and achieved relatively good sales. <a href=""https://www.last.fm/music/Ky-Mani+Marley"">Read more on Last.fm</a>",265796,1971623,"['Collie Buddz', 'Stephen Marley', 'Julian Marley', 'Damian Marley', 'Alborosie']"
Kike Pavón," <a href=""https://www.last.fm/music/Kike+Pav%C3%B3n"">Read more on Last.fm</a>",5939,84636,"['Alex Zurdo', 'Musiko', 'Redimi2', 'Evan Craft', 'Vaes']"
MONTMARTRE,"1. Industrial/Noise/Electronica Project from Poland.

2. A band from Milton Keynes. Honestly, honesty. Small town blues, heartache and heartbreak. Take from that what you will. <a href=""https://www.last.fm/music/Montmartre"">Read more on Last.fm</a>",39889,256444,"['The Pirouettes', 'Cléa Vincent', 'Clara Luciani', 'Hypnolove', 'Ofenbach']"
Shag Rock,"Born in the depths of the high school band room, Brisbane’s Shag Rock have managed - through sheer determination, skill and plenty of shenanigans - to sell out multiple national and international tours and amass over 40 million streams worldwide. 
Since the release of their debut full-length album Barefoot (2017), the indie surf-poppers have toured the USA, embarked on multiple sold-out headline tours locally and across the ditch, and toured with the likes of Ocean Alley, Lime Cordiale and The Rubens. <a href=""https://www.last.fm/music/Shag+Rock"">Read more on Last.fm</a>",65817,775229,"['Mako Road', 'Bootleg Rascal', 'The Grogans', 'Old Mervs', 'Pacific Avenue']"
Apache,"Apache is a name used by more than one artist: 

1) Building his New Jersey street credibility in the late '80s by fronting the hip-hop group the Flavor Unit, Apache eventually broke solo to show off his own microphone skills and won the recognition of Tommy Boy Records in the process. After the release of his self-titled debut in 1991, Apache scored the underground hit ""Gangsta Bitch"" without the use of radio or video airplay in 1993. Upon his minor success, Apache followed through with ""...Ain't Shit"" that same year. <a href=""https://www.last.fm/music/Apache"">Read more on Last.fm</a>",56741,535984,"['Canserbero', 'Santa Fe Klan', 'Nach', 'Partybreaker', 'Violadores del Verso']"
De La Ghetto,"Rafael Castillo was born September 17 in New York. After residing in Seattle and Europe, his family decides to move to La Perla, Viejo San Juan, when he was a teenager. Son of a Puerto Rican mother and a Dominican father, who was killed when he was 6 months old, this young artist has gained the love of many fans due to the collaboration of many artists.  De La Ghetto gained his popularity when he first released his theme “Pégate” along with his <a href=""https://www.last.fm/music/De+La+Ghetto"">Read more on Last.fm</a>",255630,2582163,"['Arcángel', 'Ñengo Flow', 'Yandel', 'Wisin & Yandel', 'J Alvarez']"
Spiff TV," <a href=""https://www.last.fm/music/Spiff+TV"">Read more on Last.fm</a>",13187,70131,"['Benny Benni', 'Sou El Flotador', 'RobGz', 'Flow Mafia', 'Pacho El Antifeka']"
